What	O
Fitness	O
Trackers	O
Revealed	O
About	O
The	O
South	B-MODIFIER
Napa	B-LOCATION
Earthquake	O
http://t.co/PxqplhOAN5	O
India	B-LOCATION
has	O
become	O
saviour	O
for	O
other	O
countries	O
earlier	O
#operationraahat	O
n	I-LOCATION
now	O
#OperationMaitri	O
#Salute	O
n	I-LOCATION
#RIP	O
souls	O
died	O
in	O
#NepalEarthquake	O
RT	O
@DrGPradhan	O
.@MehrTarar	O
Pak	O
also	O
owes	O
Nepal	B-LOCATION
and	O
whole	O
world	O
how	O
dare	O
they	O
raise	O
their	O
flag	O
on	O
rescue	O
mission?	O
http://t.co/oeZro7zcDj	O
RT	O
@nicoleewayne	O
¤	O
USA	O
http://t.co/TbTfVCdhb2	O
967	O
Earthquake	O
Strong	O
Earthquake	O
Shakes	O
Bay	O
Area	O
in	B-MODIFIER
California	B-LOCATION
nicoleewayne	O
Utah	O
USA	O
Salt	O
La…	O
#Free#iOS#Apps	O
Florida	O
USA	O
Cape	O
Coral	O
BREAKING	O
NEWS	O
273	O
Chile	B-LOCATION
earthquake	O
Powerful	O
earthquake	O
strikes	O
off	O
Chi...	O
http://t.co/xvQ4KRwqo9	O
Today	O
Show	O
'Situation	O
in	O
Baluchistan	B-LOCATION
after	O
Massive	O
Earthquake'	O
how	O
#Pakistan	O
response!	O
any	O
question?	O
RT	O
@678resilient	O
Earthquake	O
jolts	O
Nepal	I-LOCATION
India	B-LOCATION
and	O
Bangladesh	B-LOCATION
Nepal	I-LOCATION
appears	O
to	O
be	O
affected	O
adversely	O
needs	O
help	O
from	O
other	O
countries.	O
(#LosDelSonido)	O
Boy	B-AFFECTED
Hurt	B-IMPACT
in	B-MODIFIER
California	I-LOCATION
Quake	O
'I	O
Should	O
Be	O
Dead'	O
Boy	B-AFFECTED
badly	B-SEVERITY
hurt	B-IMPACT
by	O
bricks	O
in	B-MODIFIER
California	I-LOCATION
quake	O
says	O
luc...	O
(#IvanBerroa)	O
Death	B-IMPACT
roll	O
croses	B-SEVERITY
2000	I-SEVERITY
in	O
nepal	B-LOCATION
now	O
#earthquake	O
Thanks	O
@Vizoftheday	O
for	O
selecting	O
M	O
8.2	O
Earthquake	O
Iquiqe	B-LOCATION
#ChileEarthquake	O
as	O
viz	O
of	O
the	O
day	O
today	O
RT	O
@Alhaan_	O
#Balochistan	O
quake	O
The	O
rising	B-SEVERITY
death	B-IMPACT
toll;	O
Many	O
people	O
feared	O
to	O
be	O
remained	O
under	O
wreckage	O
http://t.co/N7s9yMInxl	O
@SrBachchan	O
Embassy	O
of	O
India	O
Kathmandu	O
Control	O
Room	O
Numbers	O
:	O
+977	O
012081148	O
012081141	O
9818968752	O
9818968780.	O
A	O
new	O
7.8	O
magnitude	O
earthquake	O
strikes	O
Northern	B-MODIFIER
Chile	B-LOCATION
following	O
an	O
8.2	O
magniitude	O
jolt	O
in	O
the	B-MODIFIER
same	O
region.	O
http://t.co/23zCRSVRUG	O
Quake	O
M	O
0.5	O
8km	O
WNW	B-MODIFIER
of	I-MODIFIER
Cobb	B-LOCATION
California	I-LOCATION
RT	O
@noconversion	O
Nepal	I-LOCATION
Xtian	O
Missionaries	O
they	O
r	O
going	O
to	O
use	O
this	O
Earthquake	O
to	O
convert	O
#NepalEarthquake	O
#Nepal	O
#NepalQuakeRelief	O
http:…	O
Earthquake	O
in	O
Mexico.	O
#2013	O
#earthquake	O
#eq	O
#esri	O
#usgs	O
http://t.co/t1KQdD09d7	O
6.0	O
earthquake	O
shakes	O
Northern	O
California	B-LOCATION
http://t.co/WQQBgyMrBR	O
via	O
@MailOnline	O
RT	O
@SantiagoTimes	O
6	B-SEVERITY
deaths	B-IMPACT
officially	O
reported	O
now	O
from	O
last	O
night's	O
#earthquake	O
in	O
northern	B-MODIFIER
#Chile	O
RT	O
@mellberr	O
»	O
http://t.co/SgTIcaSt1a	O
Nepal	I-LOCATION
earthquake	O
#Nepalearthquake	O
Nepal	I-LOCATION
earthquake	O
Death	B-IMPACT
toll	O
nears	O
4000	B-SEVERITY
»	O
UPDATE	O
»	O
England	O
GBR	O
Wat…	O
Nepal	I-LOCATION
quake	O
death	B-IMPACT
toll	O
tops	O
4,000	B-SEVERITY
as	O
villages	O
plead	O
for	O
aid	O
As	O
the	O
death	B-IMPACT
toll	O
from	O
Nepal's	O
devastating	O
earthq...	O
http://t.co/aj2E51PtpK	O
Deadly	O
Earthquake	O
in	O
Nepal	B-LOCATION
http://t.co/ci9u4QsC3B	O
USA	B-LOCATION
»	O
NEWS	O
»	O
HOT	O
NEWS	O
883	O
Earthquake	O
Northern	B-MODIFIER
California	B-LOCATION
Struck	O
by	O
6.0	O
Magnitude	O
Earthquake	O
Earthquake	O
USA	B-LOCATION
news24lh…	O
http://t.co/dM0PKaXhWJ	O
RT	O
@OxfamInAsia	O
#earthquake	O
@OxfaminPakistan's	O
local	O
partner	O
rehabilitated	O
water	O
supply	O
scheme	O
providing	O
water	O
to	O
half	O
the	O
population	O
of	O
…	O
RT	O
@WorldVisionUSA	O
Children	B-AFFECTED
after	O
Nepal	B-LOCATION
earthquake	O
scared	B-IMPACT
won't	O
let	O
go	O
of	O
parents.	O
It's	O
freezing—need	O
shelter	O
http://t.co/ZqF1mLvnHg	O
htt…	O
UPDATE	O
Hospital	O
officials	O
say	O
a	B-SEVERITY
13	B-AFFECTED
year	I-AFFECTED
old	I-AFFECTED
boy	I-AFFECTED
was	O
critically	O
injured	B-IMPACT
by	O
a	B-SEVERITY
falling	B-IMPACT
chimney	O
in	B-IMPACT
the	O
#napaquake	O
Also...	O
RT	O
@nytimes	O
Villages	B-MODIFIER
near	I-MODIFIER
Nepal	B-LOCATION
earthquake’s	O
epicenter	O
are	O
desperate	O
as	O
death	B-IMPACT
toll	O
tops	O
4,000	B-SEVERITY
http://t.co/NRibWSHEJA	O
Shelter	O
Dogs	O
Now	O
Helping	O
Save	O
Lives	O
In	O
Nepal	B-LOCATION
Following	O
Earthquake	O
http://t.co/V8Ja6VMINv	O
http://t.co/qN2n8ENWph	O
【#USGS	O
#alert】	O
M	O
1.7	O
Southern	B-MODIFIER
Alaska	B-LOCATION
September	O
30	O
2013	O
23:26:09	O
GMT	O
http://t.co/5hGvklNGEw	O
#earthquake	O
#tsunami	O
#prayfromjapan	O
RT	O
@AmeliaCeja	O
@washingtonpost	O
#NapaQuake	O
story!	O
Magnitude	O
6.0	O
quake	O
rattles	O
California	B-LOCATION
wine	O
country	O
http://t.co/TCqETLYPnh	O
@CejaVineyards…	O
RT	O
@StarTribune	O
UPDATE	O
6.0	O
magnitude	O
quake	O
in	B-IMPACT
Northern	B-MODIFIER
California	B-LOCATION
causes	O
injuries	B-IMPACT
fires	B-IMPACT
road	B-AFFECTED
closures.	O
http://t.co/Cdd0Jq4gOO	O
http://t.…	O
So	O
Baltimore	B-LOCATION
Riots	O
and	O
4,000+	O
people	B-AFFECTED
died	B-IMPACT
in	O
Nepal	B-LOCATION
today...	O
RT	O
@ls2008	O
Nepal	I-LOCATION
PM	O
slams	O
Church	O
Missionaries	O
for	O
sending	O
plane	O
full	O
of	O
Bibles	O
http://t.co/V2LXFsPuUE	O
#NepalEarthquake	O
#FraudAAP	O
NGOs	O
Earthquake	O
in	O
Chile	B-LOCATION
is	O
worried.	O
I	O
hope	O
that	O
the	O
damage	O
does	O
not	O
increase.	O
RT	O
@WeTheAlyson	O
@ForeverAlyson	O
Hi	O
Bryan!	O
I'm	O
ok	O
thanks.	O
The	O
earthquake	O
was	O
at	O
the	O
north	B-MODIFIER
part	I-MODIFIER
of	I-MODIFIER
Chile	B-LOCATION
and	O
I'm	O
not	O
near	O
there.	O
Thanks	O
for	O
…	O
#Pakistan	O
doesnt	O
learn	O
u	O
had	O
two	O
earthquakes	O
in	O
less	O
than	O
an	B-LOCATION
week	O
but	O
they	O
are	O
still	O
bombing.	O
RT	O
@Global_Humanity	O
Huge	O
destruction	B-IMPACT
of	O
#NepalEarthquake	O
#PrayForNepal	O
#LetsHelpNepal	O
#LetsACTIndonesia	O
via	O
@doalcarcarmen	O
http://t.co/dm…	O
RT	O
@Miss604	O
MT	O
@AlexJamesFitz	O
Napa	B-LOCATION
skaters	O
finding	O
upside	O
to	O
quake	O
damage.	O
Photo	O
from	O
#nbcbayarea	O
photog	O
Jeremy	O
Carroll	O
http://t.co/Ty3…	O
RT	O
@Muslim_Ahmadi_	O
In	O
the	O
name	O
of	O
#NepalQuakeRelief	O
Pakistan	B-LOCATION
sending	O
beef	O
masala	O
to	O
#Nepal.	O
That's	O
a	B-LOCATION
big	O
news	O
being	O
circulated	O
in	O
Indian	O
m…	O
#ChileEarthquakeAndTsunami	O
8.2	O
magnitude	O
and	O
2m	O
waves	O
killing	B-IMPACT
6	B-SEVERITY
people	B-AFFECTED
http://t.co/hfOQnyC2Gr	O
RT	O
@bigQuakesSF	O
A	B-LOCATION
6.1	O
magnitude	O
earthquake	O
occurred	O
3.73mi	B-MODIFIER
WSW	I-MODIFIER
of	O
American	B-LOCATION
Canyon	I-LOCATION
California.	O
Details	O
http://t.co/UXu1IcACpg	O
Map	O
http:/…	O
RT	O
@BreakingNews	O
Major	O
earthquake	O
estimated	O
at	O
magnitude	O
8.0	O
recorded	O
83	O
kilometers	O
northwest	B-MODIFIER
of	O
Iquique	B-LOCATION
Chile	B-LOCATION
@USGS	O
http://t.co/LXG7…	O
#Earthquake	O
4.6	O
48km	B-MODIFIER
WSW	I-MODIFIER
of	I-MODIFIER
Iranshahr	O
Iran	B-LOCATION
http://t.co/IybuBdn3SZ	O
RT	O
@IvanCNN	O
Constant	O
stream	O
of	O
Hindu	O
cremation	O
funerals	O
in	O
Kathmandu.	O
"95%	O
of	O
them	O
are	O
victims,"	O
worker	O
tells	O
me	O
#Nepalquake	O
http://t.co/…	O
Emergency	O
Contact	O
Details	O
for	O
#Expats	O
in	O
#Nepal	O
|	O
AngloINFO	O
World	O
#Expat	O
Life	O
http://t.co/ig0p0rZ571	O
@FCOtravel	O
In	O
the	O
#News	O
at	O
4	O
500	B-SEVERITY
feared	O
dead	B-IMPACT
as	O
earthquake	O
rocks	O
Chile	B-LOCATION
Landmark	O
High	O
Court	O
Decision	O
on	O
gender	O
definition	O
&	O
a	B-IMPACT
Cat	O
could	O
be	O
back	O
in	O
AFL	O
RT	O
@earththreats	O
Earthquake	O
rocks	O
northern	B-MODIFIER
California	B-LOCATION
http://t.co/nIKcgzD9xC	O
RT	O
@XHNews	O
Breaking	O
Death	B-IMPACT
toll	O
from	O
Nepal	I-LOCATION
earthquake	O
surpasses	O
1,800	B-SEVERITY
over	O
4,700	B-SEVERITY
injured	B-IMPACT
Home	O
Ministry	O
#NepalEarthquake	O
http://t.co/sn…	O
RT	O
@BBCWorld	O
Hospitals	O
in	O
south	B-MODIFIER
east	I-MODIFIER
Nepal	B-LOCATION
"already	O
overwhelmed"	O
by	O
#earthquake	O
victims	O
says	O
@PlanGlobal	O
http://t.co/xmGtCc2QIL	O
http://t.…	O
Mostly	O
#Earthquake	O
affected	O
area	O
in	O
#Balochistan	O
is	B-LOCATION
under	O
influence	O
of	O
#BLA	O
causing	O
difficulty	O
in	O
rescue	O
process.	O
US	B-LOCATION
California	I-LOCATION
Wine	O
Country	O
Earthquake	O
Injures	B-IMPACT
Dozens	B-SEVERITY
http://t.co/QrP286ExMf	O
#Slice_of_Life	O
#US_News	O
#California	O
#earthquake	O
#Napa	O
Impressive	O
images	O
of	O
the	O
#Chile	O
#earthquake	O
taken	O
by	O
#photojournalist	O
@IvanAlvaradoE	O
from	O
@Reuters	O
http://t.co/mexgaqgIeJ	O
RT	O
@ibnlive	O
BREAKING	O
|	O
Emergency	O
declared	O
in	B-MODIFIER
Nepal	I-LOCATION
after	O
massive	O
#NepalQuake	O
kills	B-IMPACT
over	O
700	B-SEVERITY
people	B-AFFECTED
LIVE	O
http://t.co/nAGJZvxOXM	O
http://t.c…	O
RT	O
@darpans	O
To	O
facilitate	O
transportation	O
of	O
relatives	O
of	O
those	O
affected	O
in	O
#NepalEarthquake	O
Northern	O
Railway	O
has	O
made	O
certain	O
arrangements…	O
[Enmanuel	O
♥	O
Arisl	O
]	O
Renewed	O
Calls	O
for	B-LOCATION
Early	O
Warning	O
System	O
After	O
Quake	O
California	I-LOCATION
quake...	O
http://t.co/9j2af4EaIs	O
[Enmanuel	O
♥	O
Arisl	O
]	O
Another	O
quake	O
jolts	O
shattered	O
#Balochistan	O
district	O
http://t.co/aHL4L8jkYp	O
via	O
@baluchsarmachar	O
RT	O
@PIANewsDesk	O
No	O
#tsunami	O
threat	O
to	O
Philippines	B-LOCATION
after	O
the	O
8.2	O
magnitude	O
earthquake	O
in	B-MODIFIER
#Chile.	O
http://t.co/2JzNma1pY4	O
|	O
via	O
@PanahonTV	O
RT	O
@AdamLBarnett	O
3,617	B-SEVERITY
killed	B-IMPACT
in	B-MODIFIER
Nepal.	O
Protests	O
&	O
riots	O
in	I-MODIFIER
Baltimore.	O
88,175	O
worldwide	O
abortions.	O
FBI	O
predicts	O
ISIS	O
attack	O
in	I-MODIFIER
USA.	O
Peopl…	O
RT	O
@AyishaBaloch	O
Army	O
as	O
usual	O
the	O
first	O
ones	O
to	O
reach	O
for	O
rescue	O
operations	O
here	O
in	O
#Balochistan.	O
#earthquake	O
Chile	I-LOCATION
Travel	O
News	O
Another	O
quake	O
strikes	O
offshore	B-MODIFIER
Tarapaca	I-LOCATION
#Chile	O
#Tarapaca	O
#travel	O
#safety	O
#earthquake	O
#quake	O
RT	O
@AllNews_PH	O
[UNTV	O
News]	O
California	B-LOCATION
wine	O
country	O
quake	O
losses	B-IMPACT
seen	O
in	O
the	O
billions	B-SEVERITY
http://t.co/Og7QsFRAVT	O
RT	O
@SkyNewsBreak	O
Update	O
Reuters	O
Home	O
ministry	O
official	O
says	O
618	B-SEVERITY
people	B-AFFECTED
have	O
died	B-IMPACT
after	O
an	O
earthquake	O
measuring	O
magnitude	O
7.9	O
struck	O
#Ne…	O
LIVE	O
footage	O
of	O
earthquake	O
in	O
Kathmandu	B-LOCATION
https://t.co/aZ5lccor4V	O
via	O
@YouTube	O
You	O
should	O
definitely	O
see	O
this!!!	O
#LiteralGoosebumps	O
:(	O
:(	O
RT	O
@GigiGraciette	O
BREAKING	O
@nacioncl	O
reports	O
#Chilean	O
govt	O
confirms	O
300	B-SEVERITY
prisoners	B-AFFECTED
believed	O
to	O
have	O
escaped	B-IMPACT
from	O
jail	O
in	O
#Iquique	O
after	O
#e…	O
How	O
big	O
was	O
the	O
Napa	B-LOCATION
#earth#quake?	O
Here's	O
where	O
it	O
ranks	O
among	O
California	B-LOCATION
quakes	O
http://t.co/eS7PWHWyMb	O
#Sismo	O
#Earthquake	O
M	O
2.6	O
79km	O
NNW	O
of	O
Road	O
Town	O
British	O
Virgin	B-LOCATION
Islands	I-LOCATION
http://t.co/NgL9Mam3yc	O
RT	O
@newscientist	O
On	O
1	O
April	O
a	O
magnitude	O
8.2	O
earthquake	O
hit	O
Chile.	O
Today	O
a	O
mag	O
7.5	O
strikes	O
Mexico.	O
Are	O
they	O
related?http://t.co/VVvJKqaq3D	O
#Rescuers	O
struggle	O
to	O
reach	O
villages	O
as	O
death	B-IMPACT
toll	O
from	O
#Nepal	O
#earthquake	O
hits	O
3,600	B-SEVERITY
http://t.co/Q8PElfplzl	O
Perth	O
families	O
desperate	O
for	O
Nepal	O
news	O
(The	O
West	O
Australian)	O
http://t.co/6uL7KD5mrm	O
#news	O
#Insurance	O
Napa	B-LOCATION
earthquake	O
Power	B-AFFECTED
restored	O
to	O
thousands;	O
cleanup	O
continues	O
–	O
Los	O
Angeles	O
Times	O
[link	O
removed]	O
348	B-SEVERITY
dead	B-IMPACT
500	B-SEVERITY
injured	B-IMPACT
and	O
rising.	O
You	O
are	O
in	I-IMPACT
my	O
prayers	O
#Balochistan	O
#earthquake	O
via	O
@NOLAnews	O
Death	B-IMPACT
toll	O
at	I-IMPACT
5	B-SEVERITY
after	O
Chile	B-LOCATION
earthquake;	O
tsunami	O
alert	O
still	O
in	O
effect	O
http://t.co/POIhxjj5WG	O
RT	O
@muns2177	O
Compare	O
Kashmir	B-LOCATION
Floods	O
&	O
#NepalEarthquake	O
coverage	O
by	O
usual	O
#Presstitutes	O
2200	B-SEVERITY
have	O
died,guess	O
Hindu	O
lives	O
dont	O
count	O
http://…	O
RT	O
@cstclair1	O
#Tsunami	O
#Chile	O
#EarthQuake	O
at	O
8.2	O
its	O
one	O
of	O
the	O
5	O
strongest	O
quakes	O
measured	O
since	O
2000	O
…	O
#California	O
#earthquake	O
piles	O
stress	O
on	O
dangerous	O
#HaywardFault?	O
|	O
NewScientist	O
http://t.co/nT4Xx9NHXH	O
RT	O
@DeLormeGPS	O
Listen	O
to	O
#Everest	O
updates	O
as	O
@ClimberJim	O
talks	O
with	O
@CNN	O
from	O
base	O
camp	O
&gt;&gt;	O
http://t.co/QyMsqgRnyT	O
#NepalEarthquake	O
Earthquake	O
has	O
shifted	O
Kathmandu	B-LOCATION
10	B-SEVERITY
feet	I-SEVERITY
closer	O
to	O
India	O
away	O
from	O
China.	O
It	O
was	O
God's	O
punishment	O
to	O
Nepal	B-LOCATION
for	O
cosying	O
up	O
to	O
China?	O
Woompah!	O
Another	O
Chilean	O
earthquake	O
en	O
Iquique	B-LOCATION
this	O
time!	O
[WW]	O
2014	O
08	O
29	O
04:30:57	O
UTC	O
|	O
at	O
6km	O
NW	O
of	B-MODIFIER
The	O
Geysers	O
#California	O
→	O
38.815°N	O
122.815°W	O
|	O
0.4	O
SR	O
depth	O
3.50km	O
...	O
#Earthquake	O
RT	O
@reddimples45	O
@ntvkenya	O
The	O
news	O
has	O
just	O
picked	O
up	O
7.9	O
magnitude	O
earthquake	O
hit	O
Nepal	B-LOCATION
killing	B-IMPACT
150	B-SEVERITY
people	B-AFFECTED
prophecy	O
of	O
more	O
earthquak…	O
The	O
Chile	B-LOCATION
earthquake	O
has	O
been	O
upgraded	O
to	O
8.2.	O
The	O
death	B-IMPACT
toll	O
has	O
risen	O
to	O
five	B-SEVERITY
and	O
tsunami	O
warnings	O
have	O
been...	O
http://t.co/UzHGLcTLBO	O
This	O
was	O
not	O
aftershock	O
but	O
a	B-LOCATION
new	O
Earth	O
Quake.	O
Chief	O
Meteorologist	O
told	O
to	O
media.	O
#Pakistan	O
#Sindh	O
#Balochistan	O
http://t.co/ZBYnj20aHi	O
Thousands	B-SEVERITY
are	O
dead	B-IMPACT
in	B-MODIFIER
Nepal	B-LOCATION
two	O
Australians	O
are	O
about	O
to	O
be	O
executed	O
and	B-SEVERITY
this	O
is	O
news?	O
http://t.co/cbD0le3omk	O
[	O
#FrancisSantana_]	O
What	O
Napa	B-LOCATION
Looks	O
Like	O
After	O
the	O
Quake	O
A	O
strong	O
earthquake	O
rocked	O
Northern	O
California	B-LOCATION
early...	O
http://t.co/G9WPy6Jplh	O
RT	O
@HDLindiaOrg	O
Bollywood	O
#AdarshLiberal	O
can	O
bark	O
only	O
on	O
#BeefBan	O
&Gaza	O
but	O
no	O
words	O
for	O
#NepalEarthquake	O
Victims.	O
Bloody	O
hypocrites.	O
#Th…	O
Pakistan's	O
'Earthquake	O
mountain'	O
The	O
island	O
that	O
appeared	O
from	O
the	O
sea	O
http://t.co/1hFQms6EMm	O
|	O
http://t.co/Mhrgr7eSzz	O
|	O
#Pakistan	O
Massive	O
earthquake	O
strikes	O
Chile	B-LOCATION
http://t.co/30p9OhVTX9	O
#CBS	O
#news	O
RT	O
@AprilBethea	O
Nepal	B-LOCATION
declares	O
state	O
of	O
emergency	O
as	O
death	B-IMPACT
toll	O
from	O
7.8	O
magnitude	O
earthquake	O
nears	O
900	B-SEVERITY
@BBCNews	O
via	O
@Breaking	O
All	O
this	O
coverage	O
on	O
the	O
rioting	O
that	O
is	O
going	O
on	O
but	O
not	O
much	O
on	O
the	O
earthquake	O
in	B-MODIFIER
Nepal.	O
Lets	O
cover	O
something	O
actually	O
meaningful	O
for	O
once	O
Death	B-IMPACT
toll	O
in	B-MODIFIER
#Pakistan	O
earthquake	O
reaches	O
210	B-SEVERITY
RT	O
@ABC	O
UPDATE	O
A	O
sixth	B-SEVERITY
person	B-AFFECTED
has	O
died	B-IMPACT
following	O
the	O
earthquake	O
off	B-MODIFIER
of	I-MODIFIER
Chile's	O
coast	B-MODIFIER
http://t.co/DFQ9Hd1i6W	O
RT	O
@ShujaRabbani	O
Fortunately	O
my	O
friends'	O
parents	O
are	O
safe	O
after	O
the	O
#NepalEarthquake	O
but	O
very	O
shaken.	O
Hope	O
#Nepal	O
gets	O
all	O
the	O
assistance…	O
RT	O
@tyleronemo	O
Ontario	O
CAN	O
Ottawa	O
http://t.co/kj1UFfoQxr	O
BREAKING	O
NEWS	O
238	O
Earthquake	O
Today	O
Bay	B-LOCATION
Area	I-LOCATION
earthquake	O
damages	B-IMPACT
