tweetId	label	instance	count	start	end	tweetText
'451327897299873793'	place name	chile	1	29	34	Mis oraciones para el pueblo chileno "@YourAnonNews: Update: 2 deaths reported following earthquake off the coast of Chile. #chilequake"
'592219472968097792'	place name	Nepal	5	0	5	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	type of impact	death	3	16	21	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	severity or quantity	officially 2000+	1	27	43	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	place name	india	1	117	122	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	severity or quantity	death toll officially 2000+	1	16	43	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	severity or quantity	toll officially 2000+	1	22	43	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	type of impact	death toll	1	16	26	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592219472968097792'	severity or quantity	2000+	5	38	43	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1
'592332997925343232'	place name	Nepal	5	16	21	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	location modifier	landmark	2	22	30	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	item affected	Dharahara Tower	5	46	61	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	type of impact	collapsed	5	62	71	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	place name	Nepal	4	98	103	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	item affected	Victims	1	124	131	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'592332997925343232'	location modifier	landmark 200 years old	1	22	44	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://…
'503737486326001664'	location modifier	Bay Area	1	69	77	RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…
'503737486326001664'	type of impact	damage	3	98	104	RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…
'503737486326001664'	place name	Bay Area	3	69	77	RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…
'503737486326001664'	place name	the Bay Area	1	65	77	RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…
'451759209429094400'	location modifier	in	2	82	84	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp
'451759209429094400'	place name	Iquique	4	85	92	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp
'451759209429094400'	place name	Chile	3	94	99	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp
'451759209429094400'	item affected	apartment	1	32	41	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp
'451759209429094400'	place name	Iquique, Chile 	1	85	100	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp
'592137589601267713'	place name	Nepal	4	47	52	Learn about #Mountain #Ecosystems #EarthQuake #Nepal 1Miin 42 Sec http://t.co/1LiJ7qg3QB
'592701147556802560'	place name	London	4	4	10	RT @LondonFire: 5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort http://t.co/0bMwue8LWP http://t…
'592701147556802560'	place name	London	2	18	24	RT @LondonFire: 5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort http://t.co/0bMwue8LWP http://t…
'592701147556802560'	place name	Nepal	4	61	66	RT @LondonFire: 5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort http://t.co/0bMwue8LWP http://t…
'451941664559734784'	place name	South-America	4	33	46	#anonymous #anonops Earthquake - South-America - Chile - EDIS Number: EQ-20140402-43216-CHL Date / time: 02/04/201... http://t.co/nZsM3xDmKA
'451941664559734784'	place name	Chile	5	49	54	#anonymous #anonops Earthquake - South-America - Chile - EDIS Number: EQ-20140402-43216-CHL Date / time: 02/04/201... http://t.co/nZsM3xDmKA
'451251794937933824'	severity or quantity	5	5	0	1	5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4
'451251794937933824'	type of impact	deaths	5	2	8	5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4
'451251794937933824'	place name	Chile	5	59	64	5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4
'451251794937933824'	location modifier	off	2	55	58	5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4
'504210191877824512'	severity or quantity	$2.1B	4	88	93	Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr
'504210191877824512'	place name	Napa	4	52	56	Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr
'504210191877824512'	severity or quantity	cost insurers	1	74	87	Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr
'504210191877824512'	type of impact	cost	2	74	78	Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr
'504210191877824512'	item affected	insurers	3	79	87	Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr
'592164451404525569'	place name	nepal	3	20	25	Experts gathered in nepal a week ago and then the disaster happens....i bet they made sure their family members knew
'592164451404525569'	type of impact	disaster	1	50	58	Experts gathered in nepal a week ago and then the disaster happens....i bet they made sure their family members knew
'591955532971290624'	location modifier	29km ESE	1	53	61	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'591955532971290624'	place name	Lamjung, Nepal	2	65	79	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'591955532971290624'	location modifier	29km ESE of	3	53	64	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'591955532971290624'	place name	Lamjung	3	65	72	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'591955532971290624'	place name	Nepal	4	74	79	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'591955532971290624'	location modifier	ESE of	1	58	64	RT @everyEarthquake: USGS reports a M5.2 #earthquake 29km ESE of Lamjung, Nepal on 4/25/15 @ 12:44:04 UTC http://t.co/XI0ksF0eOD #quake
'451445275781914628'	place name	chile	4	17	22	8.2 #earthquake #chile #ChileEarthquake sparks #tsunami warning. More on this here http://t.co/XcxZXVyiJT
'451445275781914628'	place name	Chile	4	24	29	8.2 #earthquake #chile #ChileEarthquake sparks #tsunami warning. More on this here http://t.co/XcxZXVyiJT
'451445275781914628'	type of impact	tsunami warning	1	48	63	8.2 #earthquake #chile #ChileEarthquake sparks #tsunami warning. More on this here http://t.co/XcxZXVyiJT
'592194508181245952'	item affected	Nepalese	1	0	8	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	type of impact	Dig With Bare Hands	1	9	28	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	item affected	Survivors	2	44	53	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	item affected	Rescuers	1	55	63	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	type of impact	dug with their bare hands	1	64	89	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	item affected	bodies	4	94	100	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	type of impact	piled up	2	101	109	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	location modifier	in	2	110	112	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	place name	Nepal	5	113	118	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592194508181245952'	item affected	Earthquake Survivors	1	33	53	Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...
'592344443950338048'	severity or quantity	13 dead	1	21	28	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	type of impact	avalanches	2	35	45	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	location modifier	at	2	46	48	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	place name	Mount Everest	5	49	62	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	place name	Nepal	4	82	87	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	severity or quantity	13	4	21	23	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	type of impact	dead	4	24	28	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	severity or quantity	At least 13	2	12	23	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	type of impact	after avalanches	1	29	45	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	item affected	13	1	21	23	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'592344443950338048'	place name	NepalQuake	1	82	92	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX
'451382316762284032'	place name	Pakistan	2	1	9	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'451382316762284032'	location modifier	from	1	31	35	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'451382316762284032'	place name	northern Chile	2	36	50	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'451382316762284032'	place name	Hawaii	3	63	69	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'451382316762284032'	location modifier	northern	2	36	44	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'451382316762284032'	place name	Chile	4	45	50	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl
'504046528491569152'	place name	napa	4	58	62	RT @sfkale: Stark before and after photos show extent of #napaquake damage. http://t.co/Yovh6vr8fZ http://t.co/Us7N4egfn1
'504046528491569152'	type of impact	damage	1	68	74	RT @sfkale: Stark before and after photos show extent of #napaquake damage. http://t.co/Yovh6vr8fZ http://t.co/Us7N4egfn1
'592869795831402496'	place name	Nepal	4	29	34	Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF
'592869795831402496'	place name	Tibet	5	55	60	Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF
'592869795831402496'	type of impact	destruction	2	40	51	Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF
'592869795831402496'	location modifier	in	1	52	54	Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF
'592694922144260096'	place name	China	3	0	5	China Rushes Aid to Nepal; Taiwan Is Turned Away http://t.co/hEseSA6qyd
'592694922144260096'	place name	Nepal	4	20	25	China Rushes Aid to Nepal; Taiwan Is Turned Away http://t.co/hEseSA6qyd
'592694922144260096'	place name	Taiwan	3	27	33	China Rushes Aid to Nepal; Taiwan Is Turned Away http://t.co/hEseSA6qyd
'504995895197196288'	place name	Napa	4	62	66	Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake: http://t.co/IgsxlAn16p by @chrisgayomali via @FastCompany
'504995895197196288'	type of impact	jolted awake	2	42	54	Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake: http://t.co/IgsxlAn16p by @chrisgayomali via @FastCompany
'504995895197196288'	type of impact	jolted awake 	1	42	55	Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake: http://t.co/IgsxlAn16p by @chrisgayomali via @FastCompany
'451214914426650625'	place name	chile	3	50	55	RT @sosfirstaidbc: All this #earthquake activity #chile #California reminder for #Vancouver make investment in grab n go kits #BePrepared
'451214914426650625'	place name	California	3	57	67	RT @sosfirstaidbc: All this #earthquake activity #chile #California reminder for #Vancouver make investment in grab n go kits #BePrepared
'451214914426650625'	place name	Vancouver	1	82	91	RT @sosfirstaidbc: All this #earthquake activity #chile #California reminder for #Vancouver make investment in grab n go kits #BePrepared
'383992542414381057'	place name	Pakistan	5	10	18	#Pakistan Pakistan earthquake region struck again - The Independent: The IndependentPakistan earthquake region... http://t.co/4RwTMrsydY
'383992542414381057'	place name	Pakistan	3	1	9	#Pakistan Pakistan earthquake region struck again - The Independent: The IndependentPakistan earthquake region... http://t.co/4RwTMrsydY
'383992542414381057'	place name	Pakistan	3	84	92	#Pakistan Pakistan earthquake region struck again - The Independent: The IndependentPakistan earthquake region... http://t.co/4RwTMrsydY
'593030724678193152'	place name	Nepal	3	43	48	RT @WSJ: Hindus bear loved ones’ bodies to Nepal holy site. “Nobody will love me as much as she did” http://t.co/OxhJubLvkp http://t.co/rUy…
'592828952269463552'	item affected	Economic	2	0	8	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'592828952269463552'	place name	Nepal	5	19	24	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'592828952269463552'	type of impact	Economic	1	0	8	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'592828952269463552'	severity or quantity	Massive	2	44	51	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'592828952269463552'	type of impact	reconstruction	2	75	89	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'592828952269463552'	severity or quantity	more than $5 bill	2	93	110	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa
'451404217027006465'	location modifier	White House	1	0	11	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'451404217027006465'	place name	U.S.	2	13	17	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'451404217027006465'	place name	Chile	4	41	46	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'451404217027006465'	place name	U.S.	1	69	73	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'451404217027006465'	place name	U.S	4	13	16	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'451404217027006465'	place name	White House	1	0	11	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce
'504601273878863873'	place name	South Napa	2	41	51	What Fitness Trackers Revealed About The South Napa Earthquake http://t.co/PxqplhOAN5
'504601273878863873'	location modifier	South	3	41	46	What Fitness Trackers Revealed About The South Napa Earthquake http://t.co/PxqplhOAN5
'504601273878863873'	place name	Napa	3	47	51	What Fitness Trackers Revealed About The South Napa Earthquake http://t.co/PxqplhOAN5
'592697288771895296'	place name	India	4	0	5	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'592697288771895296'	type of impact	died	2	114	118	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'592697288771895296'	location modifier	in	1	119	121	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'592697288771895296'	place name	Nepal	3	123	128	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'592697288771895296'	item affected	souls	1	108	113	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'592697288771895296'	severity or quantity	died	1	114	118	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake
'593827267685429249'	place name	Nepal	4	42	47	RT @DrGPradhan: .@MehrTarar Pak also owes Nepal and whole world how dare they raise their flag on rescue mission? http://t.co/oeZro7zcDj
'503748798980448256'	place name	USA	1	20	23	RT @nicoleewayne: ¤ USA http://t.co/TbTfVCdhb2 967 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Utah USA Salt La…
'503748798980448256'	place name	Bay Area	2	87	95	RT @nicoleewayne: ¤ USA http://t.co/TbTfVCdhb2 967 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Utah USA Salt La…
'503748798980448256'	place name	California	4	99	109	RT @nicoleewayne: ¤ USA http://t.co/TbTfVCdhb2 967 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Utah USA Salt La…
'503748798980448256'	location modifier	Bay Area in	2	87	98	RT @nicoleewayne: ¤ USA http://t.co/TbTfVCdhb2 967 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Utah USA Salt La…
'503748798980448256'	location modifier	in	3	96	98	RT @nicoleewayne: ¤ USA http://t.co/TbTfVCdhb2 967 Earthquake Strong Earthquake Shakes Bay Area in California nicoleewayne Utah USA Salt La…
'451697840050692097'	place name	Florida	2	16	23	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	place name	USA	1	24	27	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	place name	Cape Coral	1	28	38	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	place name	Chile	5	57	62	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	location modifier	off	2	102	105	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	place name	Chi	1	106	109	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'451697840050692097'	severity or quantity	Powerful	1	74	82	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9
'382862267340976128'	location modifier	in	2	22	24	Today Show 'Situation in Baluchistan after Massive Earthquake' how #Pakistan response! any question?
'382862267340976128'	place name	Baluchistan	4	25	36	Today Show 'Situation in Baluchistan after Massive Earthquake' how #Pakistan response! any question?
'382862267340976128'	place name	Pakistan	3	68	76	Today Show 'Situation in Baluchistan after Massive Earthquake' how #Pakistan response! any question?
'592089733410455553'	place name	Nepal	5	35	40	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
'592089733410455553'	place name	India	5	42	47	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
'592089733410455553'	place name	Bangladesh	5	52	62	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
'592089733410455553'	place name	Nepal	4	64	69	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
'592089733410455553'	item affected	adversely	1	93	102	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
'592089733410455553'	severity or quantity	adversely	1	93	102	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.
